metro_nonmetro,county_name,state_abbr,geoId,value
Metropolitan,Marin County,CA,us-ca-041,0.053000232
Metropolitan,Merced County,CA,us-ca-047,0.143000061
Metropolitan,Monterey County,CA,us-ca-053,0.084000182
Metropolitan,Napa County,CA,us-ca-055,0.086000721
Metropolitan,Orange County,CA,us-ca-059,0.085000015
Metropolitan,Placer County,CA,us-ca-061,0.067000112
Metropolitan,Riverside County,CA,us-ca-065,0.094000002
Metropolitan,Sacramento County,CA,us-ca-067,0.095000076
Metropolitan,San Benito County,CA,us-ca-069,0.09
Metropolitan,San Bernardino County,CA,us-ca-071,0.094000049
Metropolitan,San Diego County,CA,us-ca-073,0.071000008
Metropolitan,San Francisco County,CA,us-ca-075,0.068000059
Metropolitan,San Joaquin County,CA,us-ca-077,0.104000109
Metropolitan,San Luis Obispo County,CA,us-ca-079,0.08
Metropolitan,San Mateo County,CA,us-ca-081,0.076000121
Metropolitan,Santa Barbara County,CA,us-ca-083,0.087000003
Metropolitan,Santa Clara County,CA,us-ca-085,0.076000047
Metropolitan,Santa Cruz County,CA,us-ca-087,0.069000062
Metropolitan,Shasta County,CA,us-ca-089,0.110000294
Metropolitan,Solano County,CA,us-ca-095,0.102000284
Metropolitan,Sonoma County,CA,us-ca-097,0.072000144
Metropolitan,Stanislaus County,CA,us-ca-099,0.114000269
Metropolitan,Sutter County,CA,us-ca-101,0.103001285
Metropolitan,Tulare County,CA,us-ca-107,0.093000003
Metropolitan,Ventura County,CA,us-ca-111,0.093000124
Metropolitan,Yolo County,CA,us-ca-113,0.063000159
Metropolitan,Yuba County,CA,us-ca-115,0.119001919
Metropolitan,Adams County,CO,us-co-001,0.077000146
Metropolitan,Arapahoe County,CO,us-co-005,0.070000021
Metropolitan,Boulder County,CO,us-co-013,0.048000166
Metropolitan,Broomfield County,CO,us-co-014,0.068000969
Metropolitan,Clear Creek County,CO,us-co-019,0.067002975
Metropolitan,Denver County,CO,us-co-031,0.051000077
Metropolitan,Douglas County,CO,us-co-035,0.049000193
Metropolitan,El Paso County,CO,us-co-041,0.066000096
Metropolitan,Elbert County,CO,us-co-039,0.06
Metropolitan,Gilpin County,CO,us-co-047,0.053000619
Metropolitan,Jefferson County,CO,us-co-059,0.058000104
Metropolitan,Larimer County,CO,us-co-069,0.05
Metropolitan,Mesa County,CO,us-co-077,0.082000392
Metropolitan,Park County,CO,us-co-093,0.043002562
Metropolitan,Pueblo County,CO,us-co-101,0.095000041
Metropolitan,Teller County,CO,us-co-119,0.065000783
Metropolitan,Weld County,CO,us-co-123,0.071000329
Metropolitan,Fairfield County,CT,us-ct-001,0.074000057
Metropolitan,Hartford County,CT,us-ct-003,0.099000093
Metropolitan,Middlesex County,CT,us-ct-007,0.072000434
Metropolitan,New Haven County,CT,us-ct-009,0.09800011
Metropolitan,New London County,CT,us-ct-011,0.088000267
Metropolitan,Tolland County,CT,us-ct-013,0.082000174
Metropolitan,Windham County,CT,us-ct-015,0.111000179
Metropolitan,District Of Columbia,DC,us-dc-001,0.081000115
Metropolitan,Kent County,DE,us-de-001,0.131000839
Metropolitan,New Castle County,DE,us-de-003,0.105000119
Metropolitan,Sussex County,DE,us-de-005,0.129000708
Metropolitan,Alachua County,FL,us-fl-001,0.088000157
Metropolitan,Baker County,FL,us-fl-003,0.15500244
Metropolitan,Bay County,FL,us-fl-005,0.114000484
Metropolitan,Brevard County,FL,us-fl-009,0.131000194
Metropolitan,Broward County,FL,us-fl-011,0.093000044
Metropolitan,Charlotte County,FL,us-fl-015,0.129000615
Metropolitan,Citrus County,FL,us-fl-017,0.15
Metropolitan,Clay County,FL,us-fl-019,0.114000536
Metropolitan,Collier County,FL,us-fl-021,0.087000163
Metropolitan,Duval County,FL,us-fl-031,0.119000052
Metropolitan,Escambia County,FL,us-fl-033,0.131000341
Metropolitan,Flagler County,FL,us-fl-035,0.121000381
Metropolitan,Gadsden County,FL,us-fl-039,0.2
Metropolitan,Gilchrist County,FL,us-fl-041,0.15100365
Metropolitan,Hernando County,FL,us-fl-053,0.158000539
Metropolitan,Highlands County,FL,us-fl-055,0.156000683
Metropolitan,Hillsborough County,FL,us-fl-057,0.098000017
Metropolitan,Indian River County,FL,us-fl-061,0.123000171
Metropolitan,Jefferson County,FL,us-fl-065,0.133008418
Metropolitan,Lake County,FL,us-fl-069,0.126000221
Metropolitan,Lee County,FL,us-fl-071,0.110000121
Metropolitan,Leon County,FL,us-fl-073,0.084000092
Metropolitan,Levy County,FL,us-fl-075,0.149001733
Metropolitan,Manatee County,FL,us-fl-081,0.103000198
Metropolitan,Marion County,FL,us-fl-083,0.151000323
Metropolitan,Martin County,FL,us-fl-085,0.092
Metropolitan,Miami-Dade County,FL,us-fl-086,0.075000024
Metropolitan,Nassau County,FL,us-fl-089,0.111000817
Metropolitan,Okaloosa County,FL,us-fl-091,0.111000729
Metropolitan,Orange County,FL,us-fl-095,0.092000037
Metropolitan,Osceola County,FL,us-fl-097,0.11400018
Metropolitan,Palm Beach County,FL,us-fl-099,0.099000075
Metropolitan,Pasco County,FL,us-fl-101,0.130000303
Metropolitan,Pinellas County,FL,us-fl-103,0.105000019
Metropolitan,Polk County,FL,us-fl-105,0.149000265
Metropolitan,Santa Rosa County,FL,us-fl-113,0.112
Metropolitan,Sarasota County,FL,us-fl-115,0.090000144
Metropolitan,Seminole County,FL,us-fl-117,0.093000026
Metropolitan,St. Johns County,FL,us-fl-109,0.079000218
Metropolitan,St. Lucie County,FL,us-fl-111,0.116000253
Metropolitan,Sumter County,FL,us-fl-119,0.161001217
Metropolitan,Volusia County,FL,us-fl-127,0.129000116
Metropolitan,Wakulla County,FL,us-fl-129,0.084003101
Metropolitan,Walton County,FL,us-fl-131,0.128000783
Metropolitan,Barrow County,GA,us-ga-013,0.175001827
Metropolitan,Bartow County,GA,us-ga-015,0.138000211
Metropolitan,Bibb County,GA,us-ga-021,0.137000369
Metropolitan,Brantley County,GA,us-ga-025,0.070000738
Metropolitan,Brooks County,GA,us-ga-027,0.128005361
Metropolitan,Bryan County,GA,us-ga-029,0.112003588
Metropolitan,Burke County,GA,us-ga-033,0.141004963
Metropolitan,Butts County,GA,us-ga-035,0.126004624
Metropolitan,Carroll County,GA,us-ga-045,0.131001174
Metropolitan,Catoosa County,GA,us-ga-047,0.167002258
Metropolitan,Chatham County,GA,us-ga-051,0.103000115
Metropolitan,Chattahoochee County,GA,us-ga-053,0.061003652
Metropolitan,Cherokee County,GA,us-ga-057,0.102000241
Metropolitan,Clarke County,GA,us-ga-059,0.067000063
Metropolitan,Clayton County,GA,us-ga-063,0.112000208
Metropolitan,Cobb County,GA,us-ga-067,0.087000102
Metropolitan,Columbia County,GA,us-ga-073,0.101000368
Metropolitan,Coweta County,GA,us-ga-077,0.09500054
Metropolitan,Crawford County,GA,us-ga-079,0.203007519
Metropolitan,Dade County,GA,us-ga-083,0.241003446
Metropolitan,Dawson County,GA,us-ga-085,0.164000876
Metropolitan,Dekalb County,GA,us-ga-089,0.085000054
Metropolitan,Dougherty County,GA,us-ga-095,0.15
Metropolitan,Douglas County,GA,us-ga-097,0.105000742
Metropolitan,Echols County,GA,us-ga-101,0.112019915
Metropolitan,Effingham County,GA,us-ga-103,0.1
Metropolitan,Fayette County,GA,us-ga-113,0.121001391
Metropolitan,Floyd County,GA,us-ga-115,0.144000905
Metropolitan,Forsyth County,GA,us-ga-117,0.079000395
Metropolitan,Fulton County,GA,us-ga-121,0.082000003
Metropolitan,Glynn County,GA,us-ga-127,0.147001053
Metropolitan,Gwinnett County,GA,us-ga-135,0.109000084
Metropolitan,Hall County,GA,us-ga-139,0.127000824
Metropolitan,Haralson County,GA,us-ga-143,0.089001788
Metropolitan,Harris County,GA,us-ga-145,0.139001877
Metropolitan,Heard County,GA,us-ga-149,0.201017223
Metropolitan,Henry County,GA,us-ga-151,0.130000191
Metropolitan,Houston County,GA,us-ga-153,0.098000092
Metropolitan,Jasper County,GA,us-ga-159,0.127001171
Metropolitan,Jones County,GA,us-ga-169,0.202002467
Metropolitan,Lamar County,GA,us-ga-171,0.207010582
Metropolitan,Lanier County,GA,us-ga-173,0.327011118
Metropolitan,Lee County,GA,us-ga-177,0.253007392
Metropolitan,Liberty County,GA,us-ga-179,0.130000703
Metropolitan,Lincoln County,GA,us-ga-181,0.168020799
Metropolitan,Long County,GA,us-ga-183,0.091000776
Metropolitan,Lowndes County,GA,us-ga-185,0.158001169
Metropolitan,Madison County,GA,us-ga-195,0.159006672
Metropolitan,Marion County,GA,us-ga-197,0.235031553
Metropolitan,Mcduffie County,GA,us-ga-189,0.193001675
Metropolitan,Mcintosh County,GA,us-ga-191,0.15700951
Metropolitan,Meriwether County,GA,us-ga-199,0.208006526
Metropolitan,Monroe County,GA,us-ga-207,0.109003138
Metropolitan,Morgan County,GA,us-ga-211,0.137009373
Metropolitan,Murray County,GA,us-ga-213,0.205002624
Metropolitan,Muscogee County,GA,us-ga-215,0.131000568
Metropolitan,Newton County,GA,us-ga-217,0.178002104
Metropolitan,Oconee County,GA,us-ga-219,0.06000077
Metropolitan,Oglethorpe County,GA,us-ga-221,0.120007133
Metropolitan,Paulding County,GA,us-ga-223,0.122000825
Metropolitan,Peach County,GA,us-ga-225,0.15100015
Metropolitan,Pickens County,GA,us-ga-227,0.14
Metropolitan,Pike County,GA,us-ga-231,0.056001222
Metropolitan,Richmond County,GA,us-ga-245,0.12
Metropolitan,Rockdale County,GA,us-ga-247,0.146001852
Metropolitan,Spalding County,GA,us-ga-255,0.155002928
Metropolitan,Stewart County,GA,us-ga-259,0.13902439
Metropolitan,Talbot County,GA,us-ga-263,0.224023438
Metropolitan,Terrell County,GA,us-ga-273,0.14
Metropolitan,Twiggs County,GA,us-ga-289,0.165003837
Metropolitan,Walker County,GA,us-ga-295,0.18900124
Metropolitan,Walton County,GA,us-ga-297,0.105000306
Metropolitan,Whitfield County,GA,us-ga-313,0.124000216
Metropolitan,Worth County,GA,us-ga-321,0.310017438
Metropolitan,Honolulu County,HI,us-hi-003,0.104000094
Metropolitan,Maui County,HI,us-hi-009,0.099000503
Metropolitan,Benton County,IA,us-ia-011,0.115001318
Metropolitan,Black Hawk County,IA,us-ia-013,0.105000656
Metropolitan,Boone County,IA,us-ia-015,0.094000803
Metropolitan,Bremer County,IA,us-ia-017,0.082003812
Metropolitan,Dallas County,IA,us-ia-049,0.079001011
Metropolitan,Dubuque County,IA,us-ia-061,0.071000364
Metropolitan,Grundy County,IA,us-ia-075,0.089000109
Metropolitan,Guthrie County,IA,us-ia-077,0.075
Metropolitan,Harrison County,IA,us-ia-085,0.151009574
Metropolitan,Jasper County,IA,us-ia-099,0.140001446
Metropolitan,Johnson County,IA,us-ia-103,0.06
Metropolitan,Jones County,IA,us-ia-105,0.077001988
Metropolitan,Linn County,IA,us-ia-113,0.093000459
Metropolitan,Madison County,IA,us-ia-121,0.117000703
Metropolitan,Mills County,IA,us-ia-129,0.067001976
Metropolitan,Polk County,IA,us-ia-153,0.083000226
Metropolitan,Pottawattamie County,IA,us-ia-155,0.118001572
Metropolitan,Scott County,IA,us-ia-163,0.111000356
Metropolitan,Story County,IA,us-ia-169,0.056000446
Metropolitan,Warren County,IA,us-ia-181,0.1
Metropolitan,Washington County,IA,us-ia-183,0.119005994
Metropolitan,Woodbury County,IA,us-ia-193,0.09200066
Metropolitan,Ada County,ID,us-id-001,0.079000059
Metropolitan,Bannock County,ID,us-id-005,0.094000977
Metropolitan,Boise County,ID,us-id-015,0.130017452
Metropolitan,Bonneville County,ID,us-id-019,0.091000254
Metropolitan,Butte County,ID,us-id-023,0.092014807
Metropolitan,Canyon County,ID,us-id-027,0.098000476
Metropolitan,Franklin County,ID,us-id-041,0.077004219
Metropolitan,Gem County,ID,us-id-045,0.115002366
Metropolitan,Jefferson County,ID,us-id-051,0.109001767
Metropolitan,Jerome County,ID,us-id-053,0.069001163
Metropolitan,Kootenai County,ID,us-id-055,0.078000581
Metropolitan,Nez Perce County,ID,us-id-069,0.102003163
Metropolitan,Owyhee County,ID,us-id-073,0.135011158
Metropolitan,Power County,ID,us-id-077,0.138019295
Metropolitan,Twin Falls County,ID,us-id-083,0.084001101
Metropolitan,Alexander County,IL,us-il-003,0.079012346
Metropolitan,Bond County,IL,us-il-005,0.043000915
Metropolitan,Boone County,IL,us-il-007,0.096001245
Metropolitan,Calhoun County,IL,us-il-013,0.082014768
Metropolitan,Champaign County,IL,us-il-019,0.093000205
Metropolitan,Clinton County,IL,us-il-027,0.132001253
Metropolitan,Cook County,IL,us-il-031,0.095000009
Metropolitan,Dekalb County,IL,us-il-037,0.056000313
Metropolitan,Dupage County,IL,us-il-043,0.087000123
Metropolitan,Fulton County,IL,us-il-057,0.081001473
Metropolitan,Grundy County,IL,us-il-063,0.04900025
Metropolitan,Henry County,IL,us-il-073,0.137002845
Metropolitan,Jackson County,IL,us-il-077,0.048000888
Metropolitan,Jersey County,IL,us-il-083,0.144001914
Metropolitan,Johnson County,IL,us-il-087,0.082000582
Metropolitan,Kane County,IL,us-il-089,0.095000092
Metropolitan,Kankakee County,IL,us-il-091,0.108000395
Metropolitan,Kendall County,IL,us-il-093,0.076000093
Metropolitan,Lake County,IL,us-il-097,0.087000081
Metropolitan,Macon County,IL,us-il-115,0.1440015
Metropolitan,Macoupin County,IL,us-il-117,0.15200391
Metropolitan,Madison County,IL,us-il-119,0.108000079
Metropolitan,Marshall County,IL,us-il-123,0.135006491
Metropolitan,Mchenry County,IL,us-il-111,0.101000264
Metropolitan,Mclean County,IL,us-il-113,0.110000316
Metropolitan,Menard County,IL,us-il-129,0.098010003
Metropolitan,Mercer County,IL,us-il-131,0.122002348
Metropolitan,Monroe County,IL,us-il-133,0.089002558
Metropolitan,Peoria County,IL,us-il-143,0.107000339
Metropolitan,Piatt County,IL,us-il-147,0.190008849
Metropolitan,Rock Island County,IL,us-il-161,0.141000971
Metropolitan,Sangamon County,IL,us-il-167,0.112000376
Metropolitan,St. Clair County,IL,us-il-163,0.098000227
Metropolitan,Stark County,IL,us-il-175,0.063011063
Metropolitan,Tazewell County,IL,us-il-179,0.124
Metropolitan,Vermilion County,IL,us-il-183,0.165001977
Metropolitan,Will County,IL,us-il-197,0.097000157
Metropolitan,Williamson County,IL,us-il-199,0.126001513
Metropolitan,Winnebago County,IL,us-il-201,0.105000024
Metropolitan,Woodford County,IL,us-il-203,0.118003239
Metropolitan,Allen County,IN,us-in-003,0.104000242
Metropolitan,Bartholomew County,IN,us-in-005,0.117000049
Metropolitan,Benton County,IN,us-in-007,0.154005415
Metropolitan,Boone County,IN,us-in-011,0.098002029
Metropolitan,Brown County,IN,us-in-013,0.078004039
Metropolitan,Carroll County,IN,us-in-015,0.109002205
Metropolitan,Clark County,IN,us-in-019,0.115000516
Metropolitan,Clay County,IN,us-in-021,0.166003469
Metropolitan,Dearborn County,IN,us-in-029,0.084001507
Metropolitan,Delaware County,IN,us-in-035,0.108000638
Metropolitan,Elkhart County,IN,us-in-039,0.126000183
Metropolitan,Floyd County,IN,us-in-043,0.143001287
Metropolitan,Franklin County,IN,us-in-047,0.112003331
Metropolitan,Hamilton County,IN,us-in-057,0.081000244
Metropolitan,Hancock County,IN,us-in-059,0.13200073
Metropolitan,Harrison County,IN,us-in-061,0.1180004
Metropolitan,Hendricks County,IN,us-in-063,0.105000565
Metropolitan,Howard County,IN,us-in-067,0.159000614
Metropolitan,Jasper County,IN,us-in-073,0.116001477
Metropolitan,Johnson County,IN,us-in-081,0.1
Metropolitan,Lake County,IN,us-in-089,0.131000084
Metropolitan,Laporte County,IN,us-in-091,0.129000048
Metropolitan,Madison County,IN,us-in-095,0.173001511
Metropolitan,Marion County,IN,us-in-097,0.118000125
Metropolitan,Monroe County,IN,us-in-105,0.065000181
Metropolitan,Morgan County,IN,us-in-109,0.113000654
Metropolitan,Newton County,IN,us-in-111,0.16800598
Metropolitan,Ohio County,IN,us-in-115,0.064011989
Metropolitan,Owen County,IN,us-in-119,0.154001007
Metropolitan,Parke County,IN,us-in-121,0.081004081
Metropolitan,Porter County,IN,us-in-127,0.106000704
Metropolitan,Posey County,IN,us-in-129,0.131004141
Metropolitan,Putnam County,IN,us-in-133,0.120002825
Metropolitan,Shelby County,IN,us-in-145,0.171003717
Metropolitan,St. Joseph County,IN,us-in-141,0.097000132
Metropolitan,Sullivan County,IN,us-in-153,0.198008781
Metropolitan,Tippecanoe County,IN,us-in-157,0.075000361
Metropolitan,Union County,IN,us-in-161,0.190031153
Metropolitan,Vanderburgh County,IN,us-in-163,0.109000723
Metropolitan,Vermillion County,IN,us-in-165,0.165011459
Metropolitan,Vigo County,IN,us-in-167,0.116000493
Metropolitan,Warren County,IN,us-in-171,0.13000646
Metropolitan,Warrick County,IN,us-in-173,0.139002003
Metropolitan,Washington County,IN,us-in-175,0.146006836
Metropolitan,Whitley County,IN,us-in-183,0.145001802
Metropolitan,Butler County,KS,us-ks-015,0.101000948
Metropolitan,Doniphan County,KS,us-ks-043,0.110015842
Metropolitan,Douglas County,KS,us-ks-045,0.065000111
Metropolitan,Geary County,KS,us-ks-061,0.09600034
Metropolitan,Harvey County,KS,us-ks-079,0.102001755
Metropolitan,Jackson County,KS,us-ks-085,0.114008553
Metropolitan,Jefferson County,KS,us-ks-087,0.11900369
Metropolitan,Johnson County,KS,us-ks-091,0.077000157
Metropolitan,Leavenworth County,KS,us-ks-103,0.108000067
Metropolitan,Linn County,KS,us-ks-107,0.121014694
Metropolitan,Miami County,KS,us-ks-121,0.121003897
Metropolitan,Osage County,KS,us-ks-139,0.104007472
Metropolitan,Pottawatomie County,KS,us-ks-149,0.102004095
Metropolitan,Riley County,KS,us-ks-161,0.047000124
Metropolitan,Sedgwick County,KS,us-ks-173,0.106000164
Metropolitan,Shawnee County,KS,us-ks-177,0.113000365
Metropolitan,Sumner County,KS,us-ks-191,0.133004637
Metropolitan,Wabaunsee County,KS,us-ks-197,0.101006116
Metropolitan,Wyandotte County,KS,us-ks-209,0.12800028
Metropolitan,Allen County,KY,us-ky-003,0.1200026
Metropolitan,Boone County,KY,us-ky-015,0.107000433
Metropolitan,Bourbon County,KY,us-ky-017,0.107005184
Metropolitan,Boyd County,KY,us-ky-019,0.153000297
Metropolitan,Bracken County,KY,us-ky-023,0.098000975
Metropolitan,Bullitt County,KY,us-ky-029,0.172002816
Metropolitan,Butler County,KY,us-ky-031,0.132008368
Metropolitan,Campbell County,KY,us-ky-037,0.095000861
Metropolitan,Carter County,KY,us-ky-043,0.152003123
Metropolitan,Christian County,KY,us-ky-047,0.106000397
Metropolitan,Clark County,KY,us-ky-049,0.107000443
Metropolitan,Daviess County,KY,us-ky-059,0.123001618
Metropolitan,Edmonson County,KY,us-ky-061,0.167001374
Metropolitan,Fayette County,KY,us-ky-067,0.099000262
Metropolitan,Gallatin County,KY,us-ky-077,0.138017566
Metropolitan,Grant County,KY,us-ky-081,0.136001366
Metropolitan,Greenup County,KY,us-ky-089,0.180002191
Metropolitan,Hancock County,KY,us-ky-091,0.16
Metropolitan,Hardin County,KY,us-ky-093,0.132001486
Metropolitan,Henderson County,KY,us-ky-101,0.16600185
Metropolitan,Henry County,KY,us-ky-103,0.10400682
Metropolitan,Jefferson County,KY,us-ky-111,0.121000055
Metropolitan,Jessamine County,KY,us-ky-113,0.122002058
Metropolitan,Kenton County,KY,us-ky-117,0.111000584
Metropolitan,Larue County,KY,us-ky-123,0.102008108
Metropolitan,Mclean County,KY,us-ky-149,0.185003605
Metropolitan,Meade County,KY,us-ky-163,0.136003437
Metropolitan,Oldham County,KY,us-ky-185,0.087
Metropolitan,Pendleton County,KY,us-ky-191,0.075004568
Metropolitan,Scott County,KY,us-ky-209,0.08200199
Metropolitan,Shelby County,KY,us-ky-211,0.119000408
Metropolitan,Spencer County,KY,us-ky-215,0.191001323
Metropolitan,Trigg County,KY,us-ky-221,0.13301033
Metropolitan,Warren County,KY,us-ky-227,0.082000636
Metropolitan,Woodford County,KY,us-ky-239,0.090003576
Metropolitan,Acadia Parish,LA,us-la-001,0.114000934
Metropolitan,Ascension Parish,LA,us-la-005,0.132001352
Metropolitan,Assumption Parish,LA,us-la-007,0.16300451
Metropolitan,Bossier Parish,LA,us-la-015,0.117001049
Metropolitan,Caddo Parish,LA,us-la-017,0.130000273
Metropolitan,Calcasieu Parish,LA,us-la-019,0.113000192
Metropolitan,Cameron Parish,LA,us-la-023,0.194035631
Metropolitan,De Soto Parish,LA,us-la-031,0.172005571
Metropolitan,East Baton Rouge Parish,LA,us-la-033,0.116000036
Metropolitan,East Feliciana Parish,LA,us-la-037,0.170001943
Metropolitan,Grant Parish,LA,us-la-043,0.205011655
Metropolitan,Iberia Parish,LA,us-la-045,0.133001231
Metropolitan,Iberville Parish,LA,us-la-047,0.152003794
Metropolitan,Jefferson Parish,LA,us-la-051,0.142000006
Metropolitan,Lafayette Parish,LA,us-la-055,0.1
Metropolitan,Lafourche Parish,LA,us-la-057,0.13400176
Metropolitan,Livingston Parish,LA,us-la-063,0.104000397
Metropolitan,Morehouse Parish,LA,us-la-067,0.138003466
Metropolitan,Orleans Parish,LA,us-la-071,0.106000217
Metropolitan,Ouachita Parish,LA,us-la-073,0.141000453
Metropolitan,Plaquemines Parish,LA,us-la-075,0.165008987
Metropolitan,Pointe Coupee Parish,LA,us-la-077,0.112003837
Metropolitan,Rapides Parish,LA,us-la-079,0.145001251
Metropolitan,St. Bernard Parish,LA,us-la-087,0.134001485
Metropolitan,St. Charles Parish,LA,us-la-089,0.109000546
Metropolitan,St. Helena Parish,LA,us-la-091,0.114000757
Metropolitan,St. James Parish,LA,us-la-093,0.087000063
Metropolitan,St. John The Baptist Parish,LA,us-la-095,0.1
Metropolitan,St. Martin Parish,LA,us-la-099,0.151002442
Metropolitan,St. Tammany Parish,LA,us-la-103,0.112000345
Metropolitan,Tangipahoa Parish,LA,us-la-105,0.104000767
Metropolitan,Terrebonne Parish,LA,us-la-109,0.114000664
Metropolitan,Union Parish,LA,us-la-111,0.163003556
Metropolitan,Vermilion Parish,LA,us-la-113,0.098001903
Metropolitan,West Baton Rouge Parish,LA,us-la-121,0.09100402
Metropolitan,West Feliciana Parish,LA,us-la-125,0.084006334
Metropolitan,Barnstable County,MA,us-ma-001,0.088000317
Metropolitan,Berkshire County,MA,us-ma-003,0.1
Metropolitan,Bristol County,MA,us-ma-005,0.107000014
Metropolitan,Essex County,MA,us-ma-009,0.097000141
Metropolitan,Franklin County,MA,us-ma-011,0.117001603
Metropolitan,Hampden County,MA,us-ma-013,0.10700023
Metropolitan,Hampshire County,MA,us-ma-015,0.068000483
Metropolitan,Middlesex County,MA,us-ma-017,0.074000036
Metropolitan,Norfolk County,MA,us-ma-021,0.085000047
Metropolitan,Plymouth County,MA,us-ma-023,0.10900006
Metropolitan,Suffolk County,MA,us-ma-025,0.082000064
Metropolitan,Worcester County,MA,us-ma-027,0.09
Metropolitan,Allegany County,MD,us-md-001,0.152001973
Metropolitan,Anne Arundel County,MD,us-md-003,0.096000019
Metropolitan,Baltimore City,MD,us-md-510,0.125
Metropolitan,Baltimore County,MD,us-md-005,0.107000082
Metropolitan,Calvert County,MD,us-md-009,0.115000669
Metropolitan,Carroll County,MD,us-md-013,0.099000215
Metropolitan,Cecil County,MD,us-md-015,0.114000991
Metropolitan,Charles County,MD,us-md-017,0.11800066
Metropolitan,Frederick County,MD,us-md-021,0.090000109
Metropolitan,Harford County,MD,us-md-025,0.109000218
Metropolitan,Howard County,MD,us-md-027,0.088000173
Metropolitan,Montgomery County,MD,us-md-031,0.078000018
